Animal code,Trial,Pen,Sampling time,Sampling date,Chicken body weight,Salmonella,Campylobacter,Clostridium,CRP,HPT,LPS,COR
CA01.01,CA,CA01,Day 7,11/02/2019,146,NO,NO,NO,1.8,19.72,8.02,9.37
CA01.02,CA,CA01,Day 7,11/02/2019,173,NO,NO,NO,2.93,26.31,8.59,9.1
CA01.03,CA,CA01,Day 7,11/02/2019,176,NO,NO,NO,0,23.49,7.85,8
CA01.04,CA,CA01,Day 7,12/02/2019,201.6,NO,NO,NO,0.2,16.15,9.75,7.66
CA01.05,CA,CA01,Day 7,12/02/2019,202.4,NO,NO,NO,0.17,59.79,7.17,8.21
CA01.06,CA,CA01,Day 7,12/02/2019,239.4,NO,NO,NO,1.01,55.11,8.66,9.02
CA01.07,CA,CA01,Day 21,25/02/2019,920.8,NO,NO,NO,0,54.59,11.12,9.27
CA01.08,CA,CA01,Day 21,25/02/2019,963.4,NO,NO,NO,0,78.35,8.2,19.48
CA01.09,CA,CA01,Day 21,25/02/2019,995.4,NO,NO,NO,0,31.75,7.09,11.6
CA01.10,CA,CA01,Day 21,26/02/2019,1095.2,NO,NO,NO,0,101.77,6.65,9.58
CA01.11,CA,CA01,Day 21,26/02/2019,1100,NO,NO,NO,0.47,80.34,6.65,7.68
CA01.12,CA,CA01,Day 21,26/02/2019,1045.4,NO,NO,NO,0,38.75,8.32,8.53
CA01.13,CA,CA01,Day 35,11/03/2019,2766.4,NO,NO,NO,0.76,62.04,15.67,18.34
CA01.14,CA,CA01,Day 35,11/03/2019,2729.2,NO,NO,NO,0.64,46.83,14,26.3
CA01.15,CA,CA01,Day 35,12/03/2019,2519.8,NO,NO,NO,0.66,48.42,14.66,16.65
CA01.16,CA,CA01,Day 35,12/03/2019,2350.4,NO,NO,NO,0.51,53.95,15.17,15.49
CA01.17,CA,CA01,Day 35,13/03/2019,2749.6,NO,NO,NO,0.67,45.6,14.25,18.97
CA01.18,CA,CA01,Day 35,13/03/2019,2844.8,NO,NO,NO,0.67,51.23,16.45,17.86
CA02.01,CA,CA02,Day 7,11/02/2019,136,NO,NO,NO,1.04,18.95,8.76,7.66
CA02.02,CA,CA02,Day 7,11/02/2019,183.2,NO,NO,NO,0.51,18.4,5.84,7.89
CA02.03,CA,CA02,Day 7,11/02/2019,156.6,NS,NS,NS,0,21.79,9.51,6.96
CA02.04,CA,CA02,Day 7,12/02/2019,239.6,NO,NO,NO,0.65,17.68,7.34,8.88
CA02.05,CA,CA02,Day 7,12/02/2019,216,NO,NO,NO,0.43,36.64,7.58,6.48
CA02.06,CA,CA02,Day 7,12/02/2019,226.2,NO,NO,NO,0,27.15,7.34,6.85
CA02.07,CA,CA02,Day 21,25/02/2019,723,NO,NO,NO,0,40.06,7.98,7.57
CA02.08,CA,CA02,Day 21,25/02/2019,695.2,NO,NO,NO,0,39.76,7.31,9.88
CA02.09,CA,CA02,Day 21,25/02/2019,898.6,NO,NO,NO,0,31.76,10.45,7
CA02.10,CA,CA02,Day 21,26/02/2019,891.6,NO,NO,NO,0.1,39.11,12.94,8.88
CA02.11,CA,CA02,Day 21,26/02/2019,883.2,NO,NO,NO,0,31.87,7.87,9.29
CA02.12,CA,CA02,Day 21,26/02/2019,998.2,NO,NO,NO,0,40.16,6.76,6.5
CA02.13,CA,CA02,Day 35,11/03/2019,2191.6,NO,NO,NO,0.87,51.88,15.67,22.86
CA02.14,CA,CA02,Day 35,11/03/2019,2221.8,NO,NO,NO,0.73,45.84,14.75,10.96
CA02.15,CA,CA02,Day 35,12/03/2019,2366.8,NO,NO,NO,0.62,93.19,15.33,7.74
CA02.16,CA,CA02,Day 35,12/03/2019,2204.4,NO,NO,NO,0.58,47.26,15,8.55
CA02.17,CA,CA02,Day 35,13/03/2019,2009.2,NO,NO,NO,0.65,109.31,16.19,8.98
CA02.18,CA,CA02,Day 35,13/03/2019,2431.6,NO,NO,NO,0.66,46.19,16.45,8.08
CA03.01,CA,CA03,Day 7,11/02/2019,166.8,NO,NO,NO,25.84,15.47,8.66,9.35
CA03.02,CA,CA03,Day 7,11/02/2019,192.8,NO,NO,NO,0.1,22.6,8.63,6.6
CA03.03,CA,CA03,Day 7,11/02/2019,157.4,NS,NS,NS,1.34,40.81,5.61,7.48
CA03.04,CA,CA03,Day 7,12/02/2019,243.8,NO,NO,NO,0.76,15.66,13.49,14.23
CA03.05,CA,CA03,Day 7,12/02/2019,210.8,NO,NO,NO,0.06,423.68,10.03,8.82
CA03.06,CA,CA03,Day 7,12/02/2019,201.4,NO,NO,NO,4.35,29.3,6.37,7.78
CA03.07,CA,CA03,Day 21,25/02/2019,920.2,NO,NO,NO,0,34.19,7.53,6.64
CA03.08,CA,CA03,Day 21,25/02/2019,964.4,NO,NO,NO,0,32.41,7.98,7.36
CA03.09,CA,CA03,Day 21,25/02/2019,1018,NO,NO,NO,0,33.68,11.35,7.47
CA03.10,CA,CA03,Day 21,26/02/2019,1082,NO,NO,NO,0,34.14,6.42,9.15
CA03.11,CA,CA03,Day 21,26/02/2019,930.2,NO,NO,NO,0,38.49,12.48,6.07
CA03.12,CA,CA03,Day 21,26/02/2019,1049.4,NO,NO,NO,0.31,45.86,5.76,6.92
CA03.13,CA,CA03,Day 35,11/03/2019,1966.6,NO,NO,NO,0.46,52.35,14.91,8.88
CA03.14,CA,CA03,Day 35,11/03/2019,2164,NO,NO,NO,0.52,53.65,15.76,9.19
CA03.15,CA,CA03,Day 35,12/03/2019,2256.8,NO,NO,NO,0.66,45.54,17.49,8.71
CA03.16,CA,CA03,Day 35,12/03/2019,2517.2,NO,NO,NO,0.77,46.06,15.59,9
CA03.17,CA,CA03,Day 35,13/03/2019,1949.8,NO,NO,NO,0.24,0,15.06,8.67
CA03.18,CA,CA03,Day 35,13/03/2019,2508,NO,NO,NO,0.22,0,9.43,5.8
CA04.01,CA,CA04,Day 7,11/02/2019,170.8,NO,NO,NO,0,336.6,8.59,6.02
CA04.02,CA,CA04,Day 7,11/02/2019,194.4,NO,NO,NO,0,47.41,9.17,7.9
CA04.03,CA,CA04,Day 7,11/02/2019,163.4,NO,NO,NO,0,16.54,8.93,8.11
CA04.04,CA,CA04,Day 7,12/02/2019,219.4,NO,NO,NO,0.06,1024.37,6.67,9.33
CA04.05,CA,CA04,Day 7,12/02/2019,197.8,NO,NO,NO,0.21,252.35,9.82,11.88
CA04.06,CA,CA04,Day 7,12/02/2019,194,NO,NO,NO,0.69,15.16,10.13,10.44
CA04.07,CA,CA04,Day 21,25/02/2019,963,NO,NO,NO,0,31.83,6.98,5.99
CA04.08,CA,CA04,Day 21,25/02/2019,1032.6,NO,NO,NO,0,30.84,6.87,9.98
CA04.09,CA,CA04,Day 21,25/02/2019,823.2,NO,NO,NO,0,390.51,6.42,6.92
CA04.10,CA,CA04,Day 21,26/02/2019,1101.4,NO,NO,NO,0,87.39,10.79,8.55
CA04.11,CA,CA04,Day 21,26/02/2019,958,NO,NO,NO,0,32.74,7.98,9.15
CA04.12,CA,CA04,Day 21,26/02/2019,908.8,NO,NO,NO,0,48.61,8.2,9.35
CA04.13,CA,CA04,Day 35,11/03/2019,2018.8,NO,NO,NO,0.19,0,9.57,7.65
CA04.14,CA,CA04,Day 35,11/03/2019,2494.8,NO,NO,NO,0.42,39.11,8.94,8.87
CA04.15,CA,CA04,Day 35,12/03/2019,2327.6,NO,NO,NO,0.17,0,12.48,.
CA04.16,CA,CA04,Day 35,12/03/2019,2191.6,NO,NO,NO,0.32,0,11.74,15.02
CA04.17,CA,CA04,Day 35,13/03/2019,2227.4,NO,NO,NO,0.15,0,15.92,9.65
CA04.18,CA,CA04,Day 35,13/03/2019,2205.2,NO,NO,NO,0.17,0,11.15,20.25
CA05.01,CA,CA05,Day 7,11/02/2019,176.6,NO,NO,NO,0.15,41.64,6.27,9.51
CA05.02,CA,CA05,Day 7,11/02/2019,169.4,NS,NS,NS,0.05,16.7,6.37,8.68
CA05.03,CA,CA05,Day 7,11/02/2019,156.8,NO,NO,NO,0.16,15.77,7.34,8.91
CA05.04,CA,CA05,Day 7,12/02/2019,201,NO,NO,NO,0.85,16.38,11.98,10.95
CA05.05,CA,CA05,Day 7,12/02/2019,177.8,NO,NO,NO,0.34,47.04,7.44,12.5
CA05.06,CA,CA05,Day 7,12/02/2019,213.6,NO,NO,NO,0.4,105.93,9.99,13.86
CA05.07,CA,CA05,Day 21,25/02/2019,767.4,NO,NO,NO,0,32.89,7.09,9.15
CA05.08,CA,CA05,Day 21,25/02/2019,683.6,NO,NO,NO,0,30.02,7.87,15.74
CA05.09,CA,CA05,Day 21,25/02/2019,889.4,NO,NO,NO,0,42.81,13.97,13.02
CA05.10,CA,CA05,Day 21,26/02/2019,769.6,NO,NO,NO,0,36.24,6.2,12.05
CA05.11,CA,CA05,Day 21,26/02/2019,781,NO,NO,NO,0,37.14,7.42,6.24
CA05.12,CA,CA05,Day 21,26/02/2019,898.4,NO,NO,NO,0,38.66,7.76,9.77
CA05.13,CA,CA05,Day 35,11/03/2019,2216.6,NO,NO,NO,0.24,36.98,10.65,12.73
CA05.14,CA,CA05,Day 35,11/03/2019,1940.2,NO,NO,NO,0.18,0,9.22,11.82
CA05.15,CA,CA05,Day 35,12/03/2019,2074.6,NO,NO,NO,0.14,0,10,8.73
CA05.16,CA,CA05,Day 35,12/03/2019,2069,NO,NO,NO,0.24,0,12.18,12.05
CA05.17,CA,CA05,Day 35,13/03/2019,2275.4,NO,NO,NO,0.17,0,9.64,9.18
CA05.18,CA,CA05,Day 35,13/03/2019,1910.2,NO,NO,NO,0.45,30.66,11.45,8.56
CA06.01,CA,CA06,Day 7,11/02/2019,160.4,NO,NO,NO,2.91,20.96,6.21,9.07
CA06.02,CA,CA06,Day 7,11/02/2019,167,NS,NS,NS,7.99,67.46,8.9,8.27
CA06.03,CA,CA06,Day 7,11/02/2019,183.4,NO,NO,NO,1.8,14.96,7.71,10.37
CA06.04,CA,CA06,Day 7,12/02/2019,206,NO,NO,NO,0.12,366.51,7.11,14.4
CA06.05,CA,CA06,Day 7,12/02/2019,219.8,NO,NO,NO,0.06,171.54,8.22,7.93
CA06.06,CA,CA06,Day 7,12/02/2019,163,NO,NO,NO,0.57,53.22,7.95,10.19
CA06.07,CA,CA06,Day 21,25/02/2019,928.4,NO,NO,NO,0,34.58,15.23,10.73
CA06.08,CA,CA06,Day 21,25/02/2019,913.6,NO,NO,NO,0,35.69,9.1,9.59
CA06.09,CA,CA06,Day 21,25/02/2019,742.6,NO,NO,NO,0,32.21,9.1,6.42
CA06.10,CA,CA06,Day 21,26/02/2019,1054,NO,NO,NO,0,226.57,8.09,10.19
CA06.11,CA,CA06,Day 21,26/02/2019,1154.4,NO,NO,NO,0,39.38,6.31,9.14
CA06.12,CA,CA06,Day 21,26/02/2019,1147.8,NO,NO,NO,0,32.36,12.03,11.11
CA06.13,CA,CA06,Day 35,11/03/2019,2293,NO,NO,NO,0.33,92.75,10.79,13.2
CA06.14,CA,CA06,Day 35,11/03/2019,2526,NO,NO,NO,0.19,0,10.79,14.06
CA06.15,CA,CA06,Day 35,12/03/2019,2432,NO,NO,NO,0.18,0,9.93,20.26
CA06.16,CA,CA06,Day 35,12/03/2019,2386,NO,NO,NO,0.6,0,10.65,17.38
CA06.17,CA,CA06,Day 35,13/03/2019,2592.2,NO,NO,NO,0.22,52.62,10.5,11.66
CA06.18,CA,CA06,Day 35,13/03/2019,2112,NO,NO,NO,0.53,196.77,12.85,23.76
CA07.01,CA,CA07,Day 7,11/02/2019,185.8,NO,NO,NO,0.18,72.3,9.51,7.75
CA07.02,CA,CA07,Day 7,11/02/2019,168.2,NO,NO,NO,6.05,20.37,4.99,8.77
CA07.03,CA,CA07,Day 7,11/02/2019,192.6,NO,NO,NO,0.8,16.26,6.91,9.55
CA07.04,CA,CA07,Day 7,12/02/2019,236.6,NO,NO,NO,0.9,16.72,6.67,22.42
CA07.05,CA,CA07,Day 7,12/02/2019,217,NO,NO,NO,0.26,686.57,13.91,18.94
CA07.06,CA,CA07,Day 7,12/02/2019,183.4,NO,NO,NO,0.3,498.72,13.52,16.91
CA07.07,CA,CA07,Day 21,25/02/2019,966.2,NO,NO,NO,0.01,31.39,7.2,11.04
CA07.08,CA,CA07,Day 21,25/02/2019,1103.4,NO,NO,NO,0,30.07,6.87,7.73
CA07.09,CA,CA07,Day 21,25/02/2019,971,NO,NO,NO,0,40.26,10.33,8.86
CA07.10,CA,CA07,Day 21,26/02/2019,1011.6,NO,NO,NO,0,38.66,6.53,13.48
CA07.11,CA,CA07,Day 21,26/02/2019,1185.4,NO,NO,NO,0,34.36,8.09,12.83
CA07.12,CA,CA07,Day 21,26/02/2019,1171.2,NO,NO,NO,0,31.64,5.87,6.93
CA07.13,CA,CA07,Day 35,11/03/2019,2224.8,NO,NO,NO,0.16,59.41,10.43,16.95
CA07.14,CA,CA07,Day 35,11/03/2019,2622.8,NO,NO,NO,0.24,0,10.07,13.27
CA07.15,CA,CA07,Day 35,12/03/2019,2790.4,NO,NO,NO,0.12,191.56,9.79,13.11
CA07.16,CA,CA07,Day 35,12/03/2019,2745.2,NO,NO,NO,0.11,152.82,11.37,13.35
CA07.17,CA,CA07,Day 35,13/03/2019,3018.4,NO,NO,NO,0.27,96.74,11.45,28.86
CA07.18,CA,CA07,Day 35,13/03/2019,2566.8,NO,NO,NO,0.11,0,8.45,11.55
CA08.01,CA,CA08,Day 7,11/02/2019,171,NO,NO,NO,0.27,111.9,17.04,9.92
CA08.02,CA,CA08,Day 7,11/02/2019,183.6,NO,NO,NO,0,32.82,5.98,10.18
CA08.03,CA,CA08,Day 7,11/02/2019,121.8,NS,NS,NS,0.3,101.36,12.71,14.05
CA08.04,CA,CA08,Day 7,12/02/2019,203.4,NO,NO,NO,0.34,34.51,13.14,14.33
CA08.05,CA,CA08,Day 7,12/02/2019,194.6,NS,NS,NS,0.28,22.99,12.76,17.54
CA08.06,CA,CA08,Day 7,12/02/2019,224,NO,NO,NO,0.31,137.05,13.18,22.87
CA08.07,CA,CA08,Day 21,25/02/2019,878.6,NO,NO,NO,0.54,121.29,12.59,10.86
CA08.08,CA,CA08,Day 21,25/02/2019,1182.2,NO,NO,NO,0,34.31,5.87,12.28
CA08.09,CA,CA08,Day 21,25/02/2019,801.2,NO,NO,NO,0.03,33.68,6.76,10.57
CA08.10,CA,CA08,Day 21,26/02/2019,988.2,NO,NO,NO,0,31.83,9.44,8.54
CA08.11,CA,CA08,Day 21,26/02/2019,998,NO,NO,NO,0,30.28,9.66,12.84
CA08.12,CA,CA08,Day 21,26/02/2019,1198.8,NO,NO,NO,0,33.94,8.54,9.34
CA08.13,CA,CA08,Day 35,11/03/2019,2346.4,NO,NO,NO,0.11,64.29,9.57,20.71
CA08.14,CA,CA08,Day 35,11/03/2019,2278.2,NO,NO,NO,0.07,1.77,9.57,9.97
CA08.15,CA,CA08,Day 35,12/03/2019,2314.2,NO,NO,NO,0.12,26.03,8.66,12.08
CA08.16,CA,CA08,Day 35,12/03/2019,1725.6,NO,NO,NO,0.27,30.07,10.21,10.31
CA08.17,CA,CA08,Day 35,13/03/2019,2036.6,NO,NO,NO,0.21,50.63,12.93,14.27
CA08.18,CA,CA08,Day 35,13/03/2019,2132.8,NO,NO,NO,0.16,88.04,11.45,14.52
CA09.01,CA,CA09,Day 7,11/02/2019,156,NS,NS,NS,1.34,208.83,12.63,12.41
CA09.02,CA,CA09,Day 7,11/02/2019,147.6,NO,NO,NO,0.39,127.01,15.33,12.44
CA09.03,CA,CA09,Day 7,11/02/2019,205.4,NO,NO,NO,0.27,1048.24,14.13,10.45
CA09.04,CA,CA09,Day 7,12/02/2019,202,NS,NS,NS,0.3,149.39,12.55,13.64
CA09.05,CA,CA09,Day 7,12/02/2019,225.4,NO,NO,NO,0.26,238.4,12.88,9.76
CA09.06,CA,CA09,Day 7,12/02/2019,146.2,NO,NO,NO,0.36,465.25,12.67,15.78
CA09.07,CA,CA09,Day 21,25/02/2019,813.2,NO,NO,NO,0,29.07,6.2,10.18
CA09.08,CA,CA09,Day 21,25/02/2019,833.4,NO,NO,NO,0,31.34,7.98,12.22
CA09.09,CA,CA09,Day 21,25/02/2019,931.2,NO,NO,NO,0,32.01,6.42,13.91
CA09.10,CA,CA09,Day 21,26/02/2019,825.2,NO,NO,NO,0,31.76,5.21,8.7
CA09.11,CA,CA09,Day 21,26/02/2019,999.4,NO,NO,NO,0,89.63,10.11,10.95
CA09.12,CA,CA09,Day 21,26/02/2019,1022.6,NO,NO,NO,0,31.94,5.76,13.7
CA09.13,CA,CA09,Day 35,11/03/2019,1778.6,NO,NO,NO,0.06,0,12.4,10.74
CA09.14,CA,CA09,Day 35,11/03/2019,2272.6,NO,NO,NO,0.27,772.79,9.08,16.58
CA09.15,CA,CA09,Day 35,12/03/2019,2356.6,NO,NO,NO,0.15,0,10.36,9.08
CA09.16,CA,CA09,Day 35,12/03/2019,2525,NO,NO,NO,0.37,0,10.14,8.87
CA09.17,CA,CA09,Day 35,13/03/2019,2249.2,NO,NO,NO,0.35,0,9.79,10.21
CA09.18,CA,CA09,Day 35,13/03/2019,2194.2,NO,NO,NO,0.31,0,10.07,11.72
CA10.01,CA,CA10,Day 7,11/02/2019,179.4,NS,NS,NS,0.45,189.76,12.88,12.45
CA10.02,CA,CA10,Day 7,11/02/2019,197.2,NO,NO,NO,0.33,14.98,13.18,10.83
CA10.03,CA,CA10,Day 7,11/02/2019,160.2,NS,NS,NS,0.42,18.61,13.39,7.2
CA10.04,CA,CA10,Day 7,12/02/2019,183.6,NO,NO,NO,0.29,757.39,13.57,25.22
CA10.05,CA,CA10,Day 7,12/02/2019,180.4,NO,NO,NO,0.29,620.58,13.22,16.45
CA10.06,CA,CA10,Day 7,12/02/2019,217.8,NO,NO,NO,0.3,506.98,12.34,11.65
CA10.07,CA,CA10,Day 21,25/02/2019,711,NO,NO,NO,0,34.97,9.55,10.36
CA10.08,CA,CA10,Day 21,25/02/2019,785.4,NO,NO,NO,0,34.14,7.65,16.19
CA10.09,CA,CA10,Day 21,25/02/2019,851.8,NO,NO,NO,0,28.41,6.76,11.06
CA10.10,CA,CA10,Day 21,26/02/2019,776.8,NO,NO,NO,0,31.45,7.65,6.37
CA10.11,CA,CA10,Day 21,26/02/2019,975.4,NO,NO,NO,0,30.02,6.87,12.06
CA10.12,CA,CA10,Day 21,26/02/2019,688.8,NO,NO,NO,0,34.02,6.09,16.32
CA10.13,CA,CA10,Day 35,11/03/2019,2030,NO,NO,NO,0.38,16.68,9.5,13.91
CA10.14,CA,CA10,Day 35,11/03/2019,2019.6,NO,NO,NO,0.39,0,10.21,12.63
CA10.15,CA,CA10,Day 35,12/03/2019,2368,NO,NO,NO,0.07,0,10.29,11.89
CA10.16,CA,CA10,Day 35,12/03/2019,2050,NO,NO,NO,0.47,140.68,9.22,11.71
CA10.17,CA,CA10,Day 35,13/03/2019,2274,NO,NO,NO,0.13,49.97,8.87,20.67
CA10.18,CA,CA10,Day 35,13/03/2019,2118.8,NO,NO,NO,0.39,0,9.08,13.5
CA11.01,CA,CA11,Day 7,11/02/2019,185.2,NS,NS,NS,0.35,42.1,13.1,12.04
CA11.02,CA,CA11,Day 7,11/02/2019,171,NS,NS,NS,0.47,63.25,12.76,15.57
CA11.03,CA,CA11,Day 7,11/02/2019,178.6,NO,NO,NO,0.3,68.09,12.71,11.5
CA11.04,CA,CA11,Day 7,12/02/2019,179,NO,NO,NO,0.29,135.25,13.48,13.59
CA11.05,CA,CA11,Day 7,12/02/2019,197,NS,NS,NS,0.37,385.19,12.42,17.08
CA11.06,CA,CA11,Day 7,12/02/2019,198,NO,NO,NO,0.3,466.38,12.34,12.69
CA11.07,CA,CA11,Day 21,25/02/2019,712.8,NO,NO,NO,0,30.35,6.53,11.69
CA11.08,CA,CA11,Day 21,25/02/2019,845.6,NO,NO,NO,0.13,32.36,8.09,10.9
CA11.09,CA,CA11,Day 21,25/02/2019,769.4,NO,NO,NO,0,31.49,7.2,11.69
CA11.10,CA,CA11,Day 21,26/02/2019,883.2,NO,NO,NO,0,32.53,6.98,9.62
CA11.11,CA,CA11,Day 21,26/02/2019,1004.6,NO,NO,NO,0,31.7,7.65,11.96
CA11.12,CA,CA11,Day 21,26/02/2019,1053.4,NO,NO,NO,0,29.15,6.87,13.16
CA11.13,CA,CA11,Day 35,11/03/2019,2364.8,NO,NO,NO,0.2,0,9.15,13.01
CA11.14,CA,CA11,Day 35,11/03/2019,1830.8,NO,NO,NO,0.16,0,8.87,9.14
CA11.15,CA,CA11,Day 35,12/03/2019,2044.2,NO,NO,NO,0.15,78.86,9.5,17.81
CA11.16,CA,CA11,Day 35,12/03/2019,2074.4,NO,NO,NO,0.08,0,10.57,10.56
CA11.17,CA,CA11,Day 35,13/03/2019,2463.6,NO,NO,NO,0.2,0,14.06,10.9
CA11.18,CA,CA11,Day 35,13/03/2019,2189,NO,NO,NO,0.2,0,9.79,15.9
CA12.01,CA,CA12,Day 7,11/02/2019,179.6,NO,NO,NO,0.7,153.84,12.55,7.96
CA12.02,CA,CA12,Day 7,11/02/2019,191,NO,NO,NO,0.38,39.37,13.74,3.4
CA12.03,CA,CA12,Day 7,11/02/2019,162.4,NO,NO,NO,0.27,83.35,12.67,5.79
CA12.04,CA,CA12,Day 7,12/02/2019,182.6,NO,NO,NO,0.28,322.16,12.46,18.17
CA12.05,CA,CA12,Day 7,12/02/2019,215.6,NO,NO,NO,0.44,578.04,12.42,14.68
CA12.06,CA,CA12,Day 7,11/02/2019,165.4,NS,NS,NS,0.59,592.05,14.09,18.52
CA12.07,CA,CA12,Day 21,25/02/2019,847.8,NO,NO,NO,0,31.53,7.2,10.74
CA12.08,CA,CA12,Day 21,25/02/2019,943,NO,NO,NO,0,31.37,8.87,10.69
CA12.09,CA,CA12,Day 21,25/02/2019,816.4,NO,NO,NO,0,31.52,7.53,13.32
CA12.10,CA,CA12,Day 21,26/02/2019,856.6,NO,NO,NO,0,33.19,6.09,9.5
CA12.11,CA,CA12,Day 21,26/02/2019,1146.8,NO,NO,NO,0,33.57,6.87,16.15
CA12.12,CA,CA12,Day 21,26/02/2019,845.4,NO,NO,NO,0,38.57,7.53,14.08
CA12.13,CA,CA12,Day 35,11/03/2019,1501.8,NO,NO,NO,0.1,0,8.94,13.05
CA12.14,CA,CA12,Day 35,11/03/2019,2376.6,NO,NO,NO,0.24,7,9.64,14.93
CA12.15,CA,CA12,Day 35,12/03/2019,2189.8,NO,NO,NO,0.05,0,9.08,12.87
CA12.16,CA,CA12,Day 35,12/03/2019,2201.2,NO,NO,NO,0.16,0,11.37,9.41
CA12.17,CA,CA12,Day 35,13/03/2019,2417.4,NO,NO,NO,0.23,340.31,10.14,10.33
CA12.18,CA,CA12,Day 35,13/03/2019,2248.4,NO,NO,NO,0.19,0,13.15,15.2
CA13.01,CA,CA13,Day 7,11/02/2019,172.4,NO,NO,NO,5.18,33.43,14.4,15.51
