Animal code,Trial,Pen,Sampling time,Sampling date,Chicken body weight,Salmonella,Campylobacter,Clostridium,CRP,HPT,LPS,COR
CA13.02,CA,CA13,Day 7,11/02/2019,171,NO,NO,NO,1.11,215.65,12.93,10.09
CA13.03,CA,CA13,Day 7,12/02/2019,218.4,NO,NO,NO,0.37,368.89,14.09,8.42
CA13.04,CA,CA13,Day 7,12/02/2019,207.8,NO,NO,NO,0.27,1185.9,12.67,15
CA13.05,CA,CA13,Day 7,12/02/2019,203.4,NO,NO,NO,0.26,68.09,13.35,10.8
CA13.06,CA,CA13,Day 7,11/02/2019,166.8,NO,NO,NO,0.3,295.49,13.48,11.71
CA13.07,CA,CA13,Day 21,25/02/2019,1008.2,NO,NO,NO,0.41,49.92,16.36,12.53
CA13.08,CA,CA13,Day 21,25/02/2019,1090.4,NO,NO,NO,0.51,47.76,18.83,17.47
CA13.09,CA,CA13,Day 21,25/02/2019,1047.2,NO,NO,NO,0.65,56,16.53,12.61
CA13.10,CA,CA13,Day 21,26/02/2019,1054.4,NO,NO,NO,0.52,45.64,15,14.41
CA13.11,CA,CA13,Day 21,26/02/2019,1057.6,NO,NO,NO,0.41,387.33,15.33,17.99
CA13.12,CA,CA13,Day 21,26/02/2019,820.6,NO,NO,NO,0.85,59.03,16.71,15.38
CA13.13,CA,CA13,Day 35,11/03/2019,2230.4,NO,NO,NO,0.1,0,10.86,18.06
CA13.14,CA,CA13,Day 35,11/03/2019,2911.4,NO,NO,NO,0.16,21.55,9.08,15.78
CA13.15,CA,CA13,Day 35,12/03/2019,2317,NO,NO,NO,0.24,32.43,8.8,16.6
CA13.16,CA,CA13,Day 35,12/03/2019,3134.6,NO,NO,NO,0.06,65.71,9.93,18.5
CA13.17,CA,CA13,Day 35,13/03/2019,2378,NO,NO,NO,0.12,60.79,10,20.68
CA13.18,CA,CA13,Day 35,13/03/2019,2402.6,NO,NO,NO,0.15,5.06,9.29,15.9
CA14.01,CA,CA14,Day 7,11/02/2019,194.8,NO,NO,NO,1.17,87.08,12.63,8.21
CA14.02,CA,CA14,Day 7,11/02/2019,160,NO,NO,NO,1.2,175.05,15.02,10.08
CA14.03,CA,CA14,Day 7,12/02/2019,169.2,NS,NS,NS,0.26,109.74,13.7,5.53
CA14.04,CA,CA14,Day 7,12/02/2019,188,NO,NO,NO,0.33,556.72,15.61,14.01
CA14.05,CA,CA14,Day 7,12/02/2019,205.6,NO,NO,NO,0.48,607.53,12.46,7.75
CA14.06,CA,CA14,Day 7,11/02/2019,188.4,NO,NO,NO,0.36,566.7,13.44,8.98
CA14.07,CA,CA14,Day 21,25/02/2019,1067.6,NO,NO,NO,0.8,52.39,17.67,10.26
CA14.08,CA,CA14,Day 21,25/02/2019,1019.6,NO,NO,NO,0.71,45.6,15.84,11.82
CA14.09,CA,CA14,Day 21,25/02/2019,820.2,NO,NO,NO,0.49,46.47,15.08,8.37
CA14.10,CA,CA14,Day 21,26/02/2019,897.4,NO,NO,NO,0.61,51.52,16.02,10.21
CA14.11,CA,CA14,Day 21,26/02/2019,794,NO,NO,NO,0.54,45.85,15.93,9.57
CA14.12,CA,CA14,Day 21,26/02/2019,973.6,NO,NO,NO,0.49,50.99,15.42,11.76
CA14.13,CA,CA14,Day 35,11/03/2019,1819,NO,NO,NO,13.98,0,10.5,17.26
CA14.14,CA,CA14,Day 35,11/03/2019,2293.8,NO,NO,NO,0.13,0,11.01,18.81
CA14.15,CA,CA14,Day 35,12/03/2019,2089.6,NO,NO,NO,0.62,6.78,11.52,18.86
CA14.16,CA,CA14,Day 35,12/03/2019,2245.8,NO,NO,NO,0.65,0,10.21,12.3
CA14.17,CA,CA14,Day 35,13/03/2019,2369,NO,NO,NO,0.33,0,12.48,10.74
CA14.18,CA,CA14,Day 35,13/03/2019,1944,NO,NO,NO,0.07,0,9.01,11.18
CA15.01,CA,CA15,Day 7,11/02/2019,181.4,NO,NO,NO,0.34,9.32,13.91,5.97
CA15.02,CA,CA15,Day 7,11/02/2019,198.2,NO,NO,NO,0.75,28.34,14.53,8.25
CA15.03,CA,CA15,Day 7,12/02/2019,236.2,NO,NO,NO,0.25,119.05,13.39,6.75
CA15.04,CA,CA15,Day 7,12/02/2019,217.6,NO,NO,NO,0.28,143.77,13.35,13.92
CA15.05,CA,CA15,Day 7,12/02/2019,220.4,NS,NS,NS,0.3,115.17,13.05,12.12
CA15.06,CA,CA15,Day 7,12/02/2019,158,NO,NO,NO,0.38,150.65,13.05,11.48
CA15.07,CA,CA15,Day 21,25/02/2019,1088,NO,NO,NO,0.43,46.33,16.53,9.57
CA15.08,CA,CA15,Day 21,25/02/2019,972.6,NO,NO,NO,0.72,47.54,15.84,12.28
CA15.09,CA,CA15,Day 21,25/02/2019,1024.6,NO,NO,NO,0.61,45.99,18.38,9.02
CA15.10,CA,CA15,Day 21,26/02/2019,1123.6,NO,NO,NO,0.57,131.2,16.45,8.26
CA15.11,CA,CA15,Day 21,26/02/2019,1121.8,NO,NO,NO,0.34,427.18,15.59,11.13
CA15.12,CA,CA15,Day 21,26/02/2019,949.4,NO,NO,NO,0.56,71.09,16.36,12.02
CA15.13,CA,CA15,Day 35,11/03/2019,2160.4,NO,NO,NO,0.12,0,9.36,8.67
CA15.14,CA,CA15,Day 35,11/03/2019,2352,NO,NO,NO,0.26,0,11.01,9.44
CA15.15,CA,CA15,Day 35,12/03/2019,2480.6,NO,NO,NO,0.35,25.46,10.29,13.28
CA15.16,CA,CA15,Day 35,12/03/2019,2355.6,NO,NO,NO,0.42,477.86,11.3,11.63
CA15.17,CA,CA15,Day 35,13/03/2019,2238.2,NO,NO,NO,0.23,0,12.26,9.68
CA15.18,CA,CA15,Day 35,13/03/2019,2267.8,NO,NO,NO,0.11,0,11.15,14.87
CA16.01,CA,CA16,Day 7,11/02/2019,192.4,NO,NO,NO,0.33,143.77,13.01,9.72
CA16.02,CA,CA16,Day 7,11/02/2019,164.6,NO,NO,NO,0.38,8.17,12.71,9.7
CA16.03,CA,CA16,Day 7,11/02/2019,210,NO,NO,NO,0.31,1133.72,12.97,13.3
CA16.04,CA,CA16,Day 7,12/02/2019,225.6,NO,NO,NO,0.27,870.2,12.8,16.14
CA16.05,CA,CA16,Day 7,12/02/2019,199.2,NO,NO,NO,0.28,1114.24,12.55,14.76
CA16.06,CA,CA16,Day 7,12/02/2019,199.2,NO,NO,NO,0.27,33.7,13.78,17.27
CA16.07,CA,CA16,Day 21,25/02/2019,789.8,NO,NO,NO,0.63,47.84,16.36,9.46
CA16.08,CA,CA16,Day 21,25/02/2019,1115.8,NO,NO,NO,0.62,48.68,16.19,11.35
CA16.09,CA,CA16,Day 21,25/02/2019,920.4,NO,NO,NO,0.4,56,18.11,10.92
CA16.10,CA,CA16,Day 21,26/02/2019,1123.2,NO,NO,NO,0.63,86.43,15.17,10.74
CA16.11,CA,CA16,Day 21,26/02/2019,1141.6,NO,NO,NO,0.69,47.92,20.02,8.28
CA16.12,CA,CA16,Day 21,26/02/2019,1196.2,NO,NO,NO,0.61,160.64,16.62,14.38
CA16.13,CA,CA16,Day 35,11/03/2019,2191,NO,NO,NO,0.16,0,18.31,18.63
CA16.14,CA,CA16,Day 35,11/03/2019,2796.2,NO,NO,NO,0.06,66.42,10.36,15.13
CA16.15,CA,CA16,Day 35,12/03/2019,2671,NO,NO,NO,0.32,0.28,9.08,19.59
CA16.16,CA,CA16,Day 35,12/03/2019,2525.2,NO,NO,NO,0.16,0,12.48,22.47
CA16.17,CA,CA16,Day 35,13/03/2019,2352,NO,NO,NO,0.17,0,10.29,14.6
CA16.18,CA,CA16,Day 35,13/03/2019,2977,NO,NO,NO,0.37,10.47,13.38,16.98
CA17.01,CA,CA17,Day 7,11/02/2019,202,NS,NS,NS,0.57,9.32,12.97,9.06
CA17.02,CA,CA17,Day 7,11/02/2019,192.2,NO,NO,NO,0.34,264.88,12.46,14.24
CA17.03,CA,CA17,Day 7,11/02/2019,174.2,NO,NO,NO,0.3,194.08,12.76,13.97
CA17.04,CA,CA17,Day 7,12/02/2019,228.6,NO,NO,NO,0.31,21.77,13.83,13.3
CA17.05,CA,CA17,Day 7,12/02/2019,187.2,NO,NO,NO,0.53,9.19,13.65,9.53
CA17.06,CA,CA17,Day 7,12/02/2019,249.6,NO,NO,NO,0.56,102.91,13.61,27.9
CA17.07,CA,CA17,Day 21,25/02/2019,1232,NO,NO,NO,0.39,59.47,18.74,11.21
CA17.08,CA,CA17,Day 21,25/02/2019,944.2,NO,NO,NO,0.66,45.63,17.58,9.24
CA17.09,CA,CA17,Day 21,25/02/2019,785.6,NO,NO,NO,0.71,47.06,15,10.39
CA17.10,CA,CA17,Day 21,26/02/2019,1023.6,NO,NO,NO,0.49,54.74,16.19,8.44
CA17.11,CA,CA17,Day 21,26/02/2019,1045.4,NO,NO,NO,0.37,45.64,16.62,8.5
CA17.12,CA,CA17,Day 21,26/02/2019,812.8,NO,NO,NO,0.69,45.61,16.02,17.51
CA17.13,CA,CA17,Day 35,11/03/2019,1659.2,NO,NO,NO,0.29,28.33,10.36,13.34
CA17.14,CA,CA17,Day 35,11/03/2019,2230.8,NO,NO,NO,0.44,0,13.23,13.56
CA17.15,CA,CA17,Day 35,12/03/2019,2475,NO,NO,NO,0.5,0,11.74,21.06
CA17.16,CA,CA17,Day 35,12/03/2019,2389.8,NO,NO,NO,0.45,0,10.43,16.03
CA17.17,CA,CA17,Day 35,13/03/2019,2233.6,NO,NO,NO,0.23,0,9.79,22.47
CA17.18,CA,CA17,Day 35,13/03/2019,2335.6,NO,NO,NO,0.41,0,15.14,10.78
CA18.01,CA,CA18,Day 7,11/02/2019,155.6,NO,NO,NO,0.29,214.88,16.39,6.4
CA18.02,CA,CA18,Day 7,11/02/2019,170,NO,NO,NO,0.48,184.79,15.47,7.99
CA18.03,CA,CA18,Day 7,11/02/2019,183,NO,NO,NO,0.76,211.09,12.84,10.84
CA18.04,CA,CA18,Day 7,12/02/2019,250.6,NO,NO,NO,0.32,788.18,14,24.44
CA18.05,CA,CA18,Day 7,12/02/2019,210.6,NO,NO,NO,0.31,1282.42,12.71,11.37
CA18.06,CA,CA18,Day 7,12/02/2019,164.4,NS,NS,NS,0.33,48.93,14.93,8.12
CA18.07,CA,CA18,Day 21,25/02/2019,932.4,NO,NO,NO,1.08,48.58,17.67,11.99
CA18.08,CA,CA18,Day 21,25/02/2019,883.6,NO,NO,NO,0.59,46.95,15.25,4.85
CA18.09,CA,CA18,Day 21,25/02/2019,1149.8,NO,NO,NO,0.29,51.25,15.33,10.34
CA18.10,CA,CA18,Day 21,26/02/2019,1035.4,NO,NO,NO,0.64,47.26,16.88,14.06
CA18.11,CA,CA18,Day 21,26/02/2019,832,NO,NO,NO,0.56,52.89,15.67,8.63
CA18.12,CA,CA18,Day 21,26/02/2019,931.2,NO,NO,NO,0.44,48.69,15.33,14.25
CA18.13,CA,CA18,Day 35,11/03/2019,1998.6,NO,NO,NO,0.39,0,10.86,11.78
CA18.14,CA,CA18,Day 35,11/03/2019,2250.8,NO,NO,NO,0.98,0,10.72,14.08
CA18.15,CA,CA18,Day 35,12/03/2019,2392.6,NO,NO,NO,3.19,0,48.43,14.33
CA18.16,CA,CA18,Day 35,12/03/2019,2176,NO,NO,NO,1.16,0,49.89,12.08
CA18.17,CA,CA18,Day 35,13/03/2019,2244.4,NO,NO,NO,1.62,11.8,47.27,12.82
CA18.18,CA,CA18,Day 35,13/03/2019,2340.2,NO,NO,NO,0.99,37.71,45.54,14.97
CA19.01,CA,CA19,Day 7,11/02/2019,151.4,NO,NO,NO,0.36,7.86,13.1,6.74
CA19.02,CA,CA19,Day 7,11/02/2019,182.2,NS,NS,NS,1.12,119.05,15.93,8.74
CA19.03,CA,CA19,Day 7,11/02/2019,173.6,NS,NS,NS,0.35,134.06,15.65,8.7
CA19.04,CA,CA19,Day 7,12/02/2019,196.2,NS,NS,NS,0.33,54.55,13.48,16.64
CA19.05,CA,CA19,Day 7,12/02/2019,191,NS,NS,NS,0.59,75.29,13.57,11.89
CA19.06,CA,CA19,Day 7,12/02/2019,208,NO,NO,NO,0.29,81.98,12.76,10.66
CA19.07,CA,CA19,Day 21,25/02/2019,935.4,NO,NO,NO,0.39,45.96,17.85,10.57
CA19.08,CA,CA19,Day 21,25/02/2019,913.2,NO,NO,NO,0.66,46.16,15.67,11.47
CA19.09,CA,CA19,Day 21,25/02/2019,833,NO,NO,NO,0.72,45.58,18.83,11.52
CA19.10,CA,CA19,Day 21,26/02/2019,780.6,NO,NO,NO,0.72,45.56,15.76,14.84
CA19.11,CA,CA19,Day 21,26/02/2019,801.4,NO,NO,NO,0.67,50.62,18.38,10.49
CA19.12,CA,CA19,Day 21,26/02/2019,874.8,NO,NO,NO,0.59,45.85,15.25,13.21
CA19.13,CA,CA19,Day 35,11/03/2019,1847.2,NO,NO,NO,1.39,36.5,42.56,11.3
CA19.14,CA,CA19,Day 35,11/03/2019,1670.6,NO,NO,NO,0.91,4.43,51.65,13.11
CA19.15,CA,CA19,Day 35,12/03/2019,2013.4,NO,NO,NO,0.61,0,49.45,17.38
CA19.16,CA,CA19,Day 35,12/03/2019,2180.8,NO,NO,NO,1.34,0,44.26,18.24
CA19.17,CA,CA19,Day 35,13/03/2019,2291.8,NO,NO,NO,1.88,26.13,49.3,17.17
CA19.18,CA,CA19,Day 35,13/03/2019,2143.4,NO,NO,NO,1.05,0,49.45,17.67
CA20.01,CA,CA20,Day 7,11/02/2019,169.6,NS,NS,NS,0.49,391.39,12.76,7.53
CA20.02,CA,CA20,Day 7,11/02/2019,171.2,NO,NO,NO,0.56,355.92,14.84,8.93
CA20.03,CA,CA20,Day 7,11/02/2019,213.4,NO,NO,NO,0.31,1195.01,12.5,19.86
CA20.04,CA,CA20,Day 7,12/02/2019,189.8,NS,NS,NS,0.3,1133.72,13.39,14.73
CA20.05,CA,CA20,Day 7,12/02/2019,231.4,NO,NO,NO,0.3,97.3,16.57,14.05
CA20.06,CA,CA20,Day 7,12/02/2019,214.8,NS,NS,NS,0.59,96.8,14.66,34.42
CA20.07,CA,CA20,Day 21,25/02/2019,960.6,NO,NO,NO,0.85,47.13,16.19,9.09
CA20.08,CA,CA20,Day 21,25/02/2019,717.8,NO,NO,NO,0.69,46.13,16.27,12.86
CA20.09,CA,CA20,Day 21,25/02/2019,904.2,NO,NO,NO,0.74,46.1,18.03,9.87
CA20.10,CA,CA20,Day 21,26/02/2019,1057,NO,NO,NO,0.67,45.55,16.62,15.74
CA20.11,CA,CA20,Day 21,26/02/2019,1000.6,NO,NO,NO,0.74,52.95,18.11,15.98
CA20.12,CA,CA20,Day 21,26/02/2019,1096.2,NO,NO,NO,0.6,45.99,21.04,19.55
CA20.13,CA,CA20,Day 35,11/03/2019,2091.2,NO,NO,NO,1.41,34.82,46.11,16.85
CA20.14,CA,CA20,Day 35,11/03/2019,2256.2,NO,NO,NO,1.13,102.57,44.4,13.57
CA20.15,CA,CA20,Day 35,12/03/2019,2211.6,NO,NO,NO,0.76,25.39,43.27,19.35
CA20.16,CA,CA20,Day 35,12/03/2019,2395.8,NO,NO,NO,0.76,78.23,44.69,11.84
CA20.17,CA,CA20,Day 35,13/03/2019,2214.6,NO,NO,NO,0.87,0,61.37,15.54
CA20.18,CA,CA20,Day 35,13/03/2019,2349.2,NO,NO,NO,1.2,36.85,48.43,18.86
CA21.01,CA,CA21,Day 7,11/02/2019,219.2,NO,NO,NO,0.5,108.15,12.71,13.81
CA21.02,CA,CA21,Day 7,11/02/2019,172,NO,NO,NO,0.75,249.81,13.39,12.63
CA21.03,CA,CA21,Day 7,11/02/2019,202.6,NS,NS,NS,0.31,69.75,16.81,5.91
CA21.04,CA,CA21,Day 7,12/02/2019,201,NO,NO,NO,0.39,37.32,14.97,52.08
CA21.05,CA,CA21,Day 7,12/02/2019,187.6,NO,NO,NO,0.38,19.32,14.44,10.86
CA21.06,CA,CA21,Day 7,12/02/2019,176,NO,NO,NO,0.34,440.64,16.48,18.59
CA21.07,CA,CA21,Day 21,25/02/2019,886.8,NO,NO,NO,0.71,60.14,15.42,5.86
CA21.08,CA,CA21,Day 21,25/02/2019,810.4,NO,NO,NO,1.71,49.77,15.67,12.57
CA21.09,CA,CA21,Day 21,25/02/2019,943.6,NO,NO,NO,0.87,46.89,16.1,16.25
CA21.10,CA,CA21,Day 21,26/02/2019,719,NO,NO,NO,0.66,83.49,16.45,11.42
CA21.11,CA,CA21,Day 21,26/02/2019,842,NO,NO,NO,0.6,68,18.56,13.42
CA21.12,CA,CA21,Day 21,26/02/2019,1133.6,NO,NO,NO,1.02,109.31,17.32,12.65
CA21.13,CA,CA21,Day 35,11/03/2019,2519.8,NO,NO,NO,1.63,0,51.21,17.69
CA21.14,CA,CA21,Day 35,11/03/2019,2598.8,NO,NO,NO,1.03,24.65,44.4,10.3
CA21.15,CA,CA21,Day 35,12/03/2019,1908.6,NO,NO,NO,0.66,0,42.28,19.49
CA21.16,CA,CA21,Day 35,12/03/2019,1916.4,NO,NO,NO,0.61,27.96,39.22,22.55
CA21.17,CA,CA21,Day 35,13/03/2019,1930.8,NO,NO,NO,0.72,69.78,44.97,15.85
CA21.18,CA,CA21,Day 35,13/03/2019,2401.2,NO,NO,NO,1.57,0,42.99,16.53
CA22.01,CA,CA22,Day 7,11/02/2019,173.2,NS,NS,NS,1.75,296.39,13.7,17.7
CA22.02,CA,CA22,Day 7,11/02/2019,177.6,NS,NS,NS,0.68,37.03,17.09,8.08
CA22.03,CA,CA22,Day 7,11/02/2019,194.2,NO,NO,NO,0,56.87,12.94,8.02
CA22.04,CA,CA22,Day 7,12/02/2019,215.2,NO,NO,NO,0.27,28.95,13.17,14.3
CA22.05,CA,CA22,Day 7,12/02/2019,272.6,NO,NO,NO,0.19,45.29,6.76,.
CA22.06,CA,CA22,Day 7,12/02/2019,216,NO,NO,NO,0,37.14,8.09,18.47
CA22.07,CA,CA22,Day 21,25/02/2019,912.6,NO,NO,NO,0.82,46.89,20.85,17.91
CA22.08,CA,CA22,Day 21,25/02/2019,1003,NO,NO,NO,0.89,50.21,15.5,14.45
CA22.09,CA,CA22,Day 21,25/02/2019,962.4,NO,NO,NO,0.66,49.48,16.02,12.19
CA22.10,CA,CA22,Day 21,26/02/2019,989.4,NO,NO,NO,0.61,85.15,14.16,21.37
CA22.11,CA,CA22,Day 21,26/02/2019,1198.8,NO,NO,NO,0.75,48.78,14.66,31.92
CA22.12,CA,CA22,Day 21,26/02/2019,866.8,NO,NO,NO,0.59,76.18,14.75,16.47
CA22.13,CA,CA22,Day 35,11/03/2019,2333,NO,NO,NO,0.89,23.92,47.7,25.25
CA22.14,CA,CA22,Day 35,11/03/2019,2428.8,NO,NO,NO,1.26,0,43.13,23.88
CA22.15,CA,CA22,Day 35,12/03/2019,2385.4,NO,NO,NO,0.88,77.07,48.43,15.17
CA22.16,CA,CA22,Day 35,12/03/2019,2195.6,NO,NO,NO,0.91,8.99,46.4,21.49
CA22.17,CA,CA22,Day 35,13/03/2019,2671.2,NO,NO,NO,2.39,0,50.33,39.58
CA22.18,CA,CA22,Day 35,13/03/2019,2871,NO,NO,YES,1.17,0,46.55,30.63
CA23.01,CA,CA23,Day 7,11/02/2019,194.6,NS,NS,NS,0,33.68,9.44,11.04
CA23.02,CA,CA23,Day 7,11/02/2019,181.6,NO,NO,NO,0,42.57,6.65,11.22
CA23.03,CA,CA23,Day 7,11/02/2019,182.8,NS,NS,NS,0,31.68,11.58,15.34
CA23.04,CA,CA23,Day 7,12/02/2019,233,NO,NO,NO,0.25,34.36,10.9,26.17
CA23.05,CA,CA23,Day 7,12/02/2019,217,NO,NO,NO,1.53,36.92,11.8,14.67
CA23.06,CA,CA23,Day 7,12/02/2019,181.6,NS,NS,NS,0.39,31.14,7.87,29.57
CA23.07,CA,CA23,Day 21,25/02/2019,954.8,NO,NO,NO,0.87,46.03,18.65,25.41
CA23.08,CA,CA23,Day 21,25/02/2019,862.8,NO,NO,NO,0.67,49.07,18.56,19.15
CA23.09,CA,CA23,Day 21,25/02/2019,986.8,NO,NO,NO,0.69,52.5,18.2,11.96
CA23.10,CA,CA23,Day 21,26/02/2019,1038.6,NO,NO,NO,0.69,47.2,15.59,16.49
CA23.11,CA,CA23,Day 21,26/02/2019,787,NO,NO,NO,0.66,51.12,14.75,14.91
CA23.12,CA,CA23,Day 21,26/02/2019,919.2,NO,NO,NO,0.64,114.55,15.76,10.67
CA23.13,CA,CA23,Day 35,11/03/2019,2346.6,NO,NO,NO,0.75,0,52.54,20.36
CA23.14,CA,CA23,Day 35,11/03/2019,1923.4,NO,NO,NO,0.8,74.28,41.44,14.9
CA23.15,CA,CA23,Day 35,12/03/2019,1986.2,NO,NO,NO,0.74,0,47.85,16.54
CA23.16,CA,CA23,Day 35,12/03/2019,2491.2,NO,NO,NO,0.85,0,48.43,17.66
CA23.17,CA,CA23,Day 35,13/03/2019,2317.4,NO,NO,NO,0.88,315.09,55.54,19.66
CA23.18,CA,CA23,Day 35,13/03/2019,2327.4,NO,NO,NO,2.09,79.4,51.95,19.89
CA24.01,CA,CA24,Day 7,11/02/2019,180,NO,NO,NO,3.29,36.18,8.2,8.85
CA24.02,CA,CA24,Day 7,11/02/2019,196.8,NS,NS,NS,0,35.69,6.76,7.55
CA24.03,CA,CA24,Day 7,11/02/2019,186.4,NS,NS,NS,0,34.19,15.46,11.86
CA24.04,CA,CA24,Day 7,12/02/2019,185.2,NO,NO,NO,0.03,44.07,6.76,24.07
CA24.05,CA,CA24,Day 7,12/02/2019,171.6,NO,NO,NO,0.41,32.61,8.09,35.72
CA24.06,CA,CA24,Day 7,12/02/2019,191.4,NO,NO,NO,0.11,34.92,14.88,30.77
CA24.07,CA,CA24,Day 21,25/02/2019,870.4,NO,NO,NO,0.65,53.04,16.45,18.46
CA24.08,CA,CA24,Day 21,25/02/2019,892.8,NO,NO,NO,0.56,49.28,14.75,14.9
CA24.09,CA,CA24,Day 21,25/02/2019,807.8,NO,NO,NO,0.83,68,16.45,12.86
CA24.10,CA,CA24,Day 21,26/02/2019,769.6,NO,NO,NO,0.57,47.76,15.5,12.82
CA24.11,CA,CA24,Day 21,26/02/2019,953.8,NO,NO,NO,0.66,60.37,15.33,15.83
CA24.12,CA,CA24,Day 21,26/02/2019,1019.2,NO,NO,NO,0.7,97.07,15.5,13.26
CA24.13,CA,CA24,Day 35,11/03/2019,1711.2,NO,NO,NO,0.78,0.09,41.58,14.44
CA24.14,CA,CA24,Day 35,11/03/2019,1962,NO,NO,NO,1.12,50.49,49.59,20.39
CA24.15,CA,CA24,Day 35,12/03/2019,2041.8,NO,NO,NO,0.68,96.61,47.12,14.6
CA24.16,CA,CA24,Day 35,12/03/2019,1940.2,NO,NO,NO,0.68,12.39,47.85,11.38
CA24.17,CA,CA24,Day 35,13/03/2019,2106.2,NO,NO,NO,0.97,0,46.83,11.99
CA24.18,CA,CA24,Day 35,13/03/2019,2019.2,NO,NO,NO,1.56,0,43.41,24.72
